Umur (bulan),Jenis Kelamin,Tinggi Badan (cm)
-1.0909674113804724,0,-1.4250933728538016
-0.9771697045509566,0,-0.5234075017460477
-0.863371997721441,1,-1.2054519427121693
0.10390851032944248,1,-0.19394535653359884
0.2177062171589582,1,-0.558087727557884
1.412582138868873,1,0.973622245798237
-0.29438346357386247,0,0.2800177295615029
0.38840277740323176,0,-0.39046663613400634
-0.465080023818136,0,0.4245186704441558
0.2177062171589582,1,0.8753616059980328
-0.8064731443066832,1,-0.2806459210631906
-1.4892593852837774,1,-1.0667310394648222
1.014290164965568,1,-0.12458490490992527
0.274605070573716,0,0.22799739084374754
-1.0340685579657145,0,-1.3383928083242098
1.6970764059426624,1,0.667280251127013
-0.4081811704033782,0,0.5805796865974211
0.7866947513065367,0,0.6730602887623187
-0.465080023818136,0,-0.33266625978094516
-1.4892593852837774,0,-0.945350249123394
-1.1478662647952302,1,-0.8991099480409452
-0.5788777306476517,1,-0.2806459210631906
0.10390851032944248,0,-0.11302482963931287
0.04700965691468463,1,0.869581568362727
-0.7495742908919253,0,-1.0956312276413527
1.1849867252098416,1,1.7654874018351752
-0.5219788772328938,1,0.586359724232727
0.10390851032944248,0,0.2742376919261971
-1.6599559455280508,0,-1.6448002429190287
-1.4323605318690196,1,-2.1013577761846176
1.3556832854541152,1,0.4765390091619112
0.7866947513065367,1,0.5979197995033393
0.16080736374420032,1,0.2857977671968087
1.2418855786245995,1,0.6383800629504823
-1.3185628250395038,1,-0.6736884802640064
0.38840277740323176,0,-0.30376607160441454
-0.7495742908919253,0,0.04303618651395245
-0.8064731443066832,1,-0.6736884802640064
0.2177062171589582,0,0.1181766757729318
1.1280878717950837,1,0.748200778021298
-0.29438346357386247,1,0.2742376919261971
-0.9202708511361989,1,-0.16504516835706826
-1.0340685579657145,1,-0.6794685178993122
1.1280878717950837,0,1.2106037888457875
-1.4323605318690196,1,-1.3037125825123734
0.16080736374420032,1,0.1181766757729318
0.9004924581360524,1,1.6441066114937462
-1.4323605318690196,0,-1.702535179348495
-0.23748461015910463,1,0.401398519902931
0.8435936047212945,0,0.7193005898447674
1.6401775525279045,0,2.158529961035991
0.274605070573716,1,1.0198625468806857
-1.0909674113804724,1,-0.6505683297227816
-0.863371997721441,0,-0.4598270877576799
-1.261663971624746,1,-0.9106700233115569
1.6401775525279045,1,1.4360252566227263
1.5263798456983888,1,1.9677887190708891
0.10390851032944248,1,0.1181766757729318
-0.009889196500073224,1,0.22221735320844174
-0.12368690332958893,0,-0.662128404993394
1.6401775525279045,1,1.0198625468806857
0.38840277740323176,1,-0.4945073135695171
1.5832786991131467,1,1.8348478534588486
-0.6357765840624096,1,0.20487724030252355
0.38840277740323176,0,1.2684041651988485
1.469480992283631,1,0.3146979553733393
0.2177062171589582,0,1.1528034124927262
1.2418855786245995,0,0.20487724030252355
0.8435936047212945,1,0.5979197995033393
0.274605070573716,1,1.1932636759398692
-1.1478662647952302,1,-0.2575257705219658
-0.12368690332958893,0,-0.11880486727461949
-1.546158238698535,0,-1.9510767976666583
-0.009889196500073224,1,-0.5754278404638022
0.3315039239884739,1,1.0256425845159922
1.5832786991131467,0,0.8233412672802782
-0.465080023818136,0,-0.14770505545115006
0.9004924581360524,1,-0.02054422747441533
-0.5788777306476517,1,-0.32110618451033357
0.16080736374420032,0,1.1470233748574203
-0.465080023818136,1,-0.8124093835113535
-0.7495742908919253,0,-0.7199287813464551
-1.3754616784542617,0,-1.9741969482078827
-1.0340685579657145,1,-1.453993561030332
1.6401775525279045,0,1.077662923233747
1.014290164965568,0,1.522725821152318
-1.6599559455280508,1,-2.5540204135344204
-0.6926754374771674,1,0.23377742847905414
-1.603057092113293,0,-2.3366058630175086
-0.7495742908919253,0,-0.12458490490992527
1.6970764059426624,0,1.6787868373055834
-1.7168547989428087,1,-1.6833380728612242
-0.8064731443066832,0,-0.10146475436870048
0.3315039239884739,0,0.15285690158476817
0.38840277740323176,0,0.1586369392200748
0.8435936047212945,0,0.23955746611435993
-0.7495742908919253,1,-1.2979325448770669
0.38840277740323176,0,1.1007830737749718
0.8435936047212945,0,0.7886610414684411
-0.06678804991483107,0,-0.6852485555346187
-1.261663971624746,0,-0.5234075017460477
-0.29438346357386247,1,-0.7950692706054345
-0.9771697045509566,1,-1.4193133352184957
-0.4081811704033782,0,-0.02054422747441533
0.9004924581360524,1,-0.0032041145684971466
1.469480992283631,0,1.5747461598700734
0.10390851032944248,1,-0.5754278404638022
-0.9202708511361989,0,-1.332612770688904
-1.7168547989428087,0,-2.231916650569247
-1.204765118209988,1,-1.4193133352184957
-0.23748461015910463,1,-0.8297494964172717
-0.18058575674434676,1,0.18753712739660536
1.2987844320393573,1,0.22799739084374754
-0.18058575674434676,1,-0.25174573288666
-1.546158238698535,0,-2.0030971363844134
0.10390851032944248,0,-0.33844629741625176
1.3556832854541152,1,2.0198090577886436
-1.4323605318690196,0,-1.0031506254764553
-0.9202708511361989,0,-1.2805924319711486
1.2987844320393573,0,1.3955649931755834
-1.4892593852837774,0,-0.6101080662756394
-0.009889196500073224,0,0.43607874571476823
1.3556832854541152,0,1.1354632995868081
-1.4323605318690196,0,-1.945296760031352
-1.4323605318690196,1,-1.448213523395026
-0.29438346357386247,0,-0.6332282168168634
-0.9202708511361989,0,-0.17660524362768065
-0.18058575674434676,0,0.7135205522094616
1.1280878717950837,1,0.9794022834335427
0.38840277740323176,1,0.8349013425508898
0.16080736374420032,0,-0.2401856576160476
0.5022004842327474,0,-0.043664378015639306
-0.12368690332958893,0,0.23377742847905414
0.8435936047212945,0,0.5690196113268088
0.2177062171589582,1,0.8349013425508898
-0.23748461015910463,1,-0.08412464146278228
-0.009889196500073224,0,-0.014764189839108724
0.7297958978917788,0,-0.09568471673339468
-1.0340685579657145,0,-1.13031145345319
0.9004924581360524,0,0.4765390091619112
-1.4323605318690196,1,-1.8643762331370666
0.274605070573716,1,0.8984817565392575
-0.5788777306476517,1,-1.1649916792650263
-0.06678804991483107,0,0.8002211167390534
0.16080736374420032,1,1.0487627350572162
-0.4081811704033782,1,-0.33844629741625176
-0.6357765840624096,0,0.01991603597272765
-1.7168547989428087,0,-1.8475901471722342
0.274605070573716,1,0.9042617941745633
-0.863371997721441,1,-0.7892892329701288
-1.603057092113293,1,-1.976946900762474
-1.0340685579657145,1,-0.823969458781965
0.7866947513065367,0,0.8117811920096658
-0.863371997721441,0,-1.0320508136529858
1.469480992283631,0,0.7424207403859923
-0.009889196500073224,0,-0.517627464110741
0.2177062171589582,1,1.0083024716100732
0.7297958978917788,0,-0.20550543180421124
1.1849867252098416,1,0.7713209285625229
-0.5788777306476517,0,-0.7257088189817618
